target_id,time,flux,source,label,true_period,true_depth,true_duration,cadence_min,sector
candidate_c,0.0,1.0241714496463452,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0013888888888888,1.011154666498617,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0027777777777777,1.0104630971749542,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0041666666666666,1.0218436558769952,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0055555555555555,1.0207920841053109,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0069444444444444,1.0169685939490127,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0083333333333333,1.0021134414169235,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0097222222222222,0.988505147739234,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0111111111111111,1.00438626165399,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0125,0.9964441038497732,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0138888888888888,1.0132259209541898,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0152777777777777,1.009448161029728,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0166666666666666,0.9946293037378456,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0180555555555555,1.0046808437380474,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0194444444444444,1.0140149362785225,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0222222222222222,1.0092119783647862,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0236111111111111,0.994034120070316,synthetic,noise_or_other,,,,2.0,
candidate_c,0.025,1.004434105273183,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0263888888888888,1.0089105834365544,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0277777777777777,1.016941759912085,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0291666666666666,1.017889766262493,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0305555555555555,0.9948479759683764,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0319444444444444,0.993810918726618,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0333333333333333,1.0092914541546811,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0347222222222222,0.98097797444521,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0361111111111111,1.0078993919120278,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0375,0.9928444113891276,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0388888888888888,0.9943062454930764,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0402777777777777,1.021434688118496,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0416666666666666,1.0079994395246872,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0430555555555555,1.0005737277879392,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0444444444444444,1.0066941798530231,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0458333333333333,1.003161068902632,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0472222222222222,0.9944909970165088,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0486111111111111,1.0044231778367745,synthetic,noise_or_other,,,,2.0,
candidate_c,0.05,1.034405464832992,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0513888888888888,1.025984920752473,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0527777777777777,1.0165674896026855,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0541666666666666,1.0111595071290849,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0555555555555555,1.0172730189367742,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0569444444444444,1.016623344020951,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0583333333333333,0.9952409766901386,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0597222222222222,1.0083426796632544,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0611111111111111,1.005766899931545,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0625,1.0288008015255947,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0638888888888889,1.0081400890785124,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0652777777777777,1.0228755161936527,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0666666666666666,0.9928495427020196,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0680555555555555,1.0048578046821546,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0694444444444444,0.9938044812090664,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0708333333333333,0.9881158224513256,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0722222222222222,1.0102027262813236,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0736111111111111,0.9915254261188484,synthetic,noise_or_other,,,,2.0,
candidate_c,0.075,0.9980156464710354,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0763888888888889,0.9918959394885444,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0777777777777777,1.005771798118292,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0791666666666666,1.0082435113531527,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0805555555555555,0.9740382630438862,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0819444444444444,1.004789268139195,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0833333333333333,0.9952617415319928,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0847222222222222,1.0298548675326906,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0861111111111111,1.024157403336032,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0875,1.0234860183789505,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0888888888888888,0.975934642739846,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0902777777777777,1.020427894593206,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0916666666666666,1.0096434775878516,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0930555555555555,0.9868434173575816,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0944444444444444,1.0033656718721629,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0958333333333333,1.022153269581488,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0972222222222222,0.9871390339238836,synthetic,noise_or_other,,,,2.0,
candidate_c,0.0986111111111111,1.014004180237404,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1,1.0025573181887986,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1013888888888888,0.9957358208089268,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1027777777777777,0.9957104344464576,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1041666666666666,0.9900351304465996,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1055555555555555,1.0027215317259228,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1069444444444444,1.0072139310790975,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1083333333333333,1.0196327585351237,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1097222222222222,1.0283732256652531,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1111111111111111,1.006905751756669,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1125,1.0200190545469765,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1138888888888888,0.9926376367295212,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1152777777777777,1.0095743008673637,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1166666666666666,0.9904059746303882,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1180555555555555,0.9921279200045308,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1194444444444444,1.0089459633250972,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1208333333333333,0.9952333727196478,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1222222222222222,1.0082618503787093,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1236111111111111,0.9850044079829056,synthetic,noise_or_other,,,,2.0,
candidate_c,0.125,0.9884250049664975,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1263888888888888,1.0067797033446373,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1277777777777778,1.0257527928785044,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1291666666666666,0.9944167463023956,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1305555555555555,1.0230512895215014,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1319444444444444,1.0133583930756525,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1333333333333333,1.0382571220004182,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1347222222222222,1.010028776949761,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1361111111111111,0.9987363624011036,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1375,1.0068943528282004,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1388888888888889,0.9898008792277286,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1402777777777777,1.0014443306098286,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1416666666666666,1.0022953717363434,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1430555555555555,1.0218499768262153,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1444444444444444,1.0140527486697108,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1458333333333333,0.9895340984307648,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1472222222222222,0.9813841174934944,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1486111111111111,0.9838365140611072,synthetic,noise_or_other,,,,2.0,
candidate_c,0.15,0.9692300267267744,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1513888888888889,0.9636386467080946,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1527777777777778,1.02126875576459,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1541666666666666,0.9975314094110632,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1555555555555555,1.0199503965391956,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1569444444444444,0.9983915228436324,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1583333333333333,0.9966110579894616,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1597222222222222,0.9778980854160064,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1611111111111111,1.013789258473836,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1625,1.0014189427959386,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1638888888888889,1.0265214889601104,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1652777777777777,1.0009190737036668,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1666666666666666,1.0210565770034634,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1680555555555555,1.0299386592795057,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1694444444444444,0.9907246209011868,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1708333333333333,1.0063816722491898,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1722222222222222,0.9902433404985151,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1736111111111111,0.9836419316743364,synthetic,noise_or_other,,,,2.0,
candidate_c,0.175,0.9995313154958648,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1763888888888889,1.0140041472411725,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1777777777777777,1.0259083759186072,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1791666666666666,1.0057128925156174,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1805555555555555,1.0183786542453797,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1819444444444444,1.016141786437638,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1833333333333333,1.0074010396758923,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1847222222222222,0.991614044939279,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1861111111111111,1.0007464025198158,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1875,1.0524533572250987,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1888888888888888,1.00525678749487,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1902777777777778,1.001841415066223,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1916666666666666,0.990618434132582,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1930555555555555,1.0192384852124692,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1944444444444444,1.033894682055298,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1958333333333333,1.031727385316074,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1972222222222222,1.0401384730535006,synthetic,noise_or_other,,,,2.0,
candidate_c,0.1986111111111111,1.0135891790564888,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2,1.0303766612461425,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2013888888888889,1.000075262790792,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2027777777777777,1.0246026769729903,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2041666666666666,1.0310423335390135,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2055555555555555,1.0030809918094352,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2069444444444444,1.0168744690489382,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2083333333333333,0.9923717261934304,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2097222222222222,0.9804283239151717,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2111111111111111,0.976971654400872,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2125,0.9799924094738476,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2138888888888889,0.9803573739056548,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2152777777777778,0.9950493792549984,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2166666666666666,1.0257483874707156,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2180555555555555,1.00660198949078,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2194444444444444,0.9924066877854368,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2208333333333333,1.0098690172851492,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2222222222222222,1.0019082770939045,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2236111111111111,1.004331051424478,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2263888888888889,1.0093837667929866,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2277777777777777,1.0114757362985916,synthetic,noise_or_other,,,,2.0,
candidate_c,0.2291666666666666,0.9961274929734488,synthetic,noise_or_other,,,,2.0,
