time,flux
0.0,1.0007326885200152
0.001388888888888889,1.0020345349602366
0.002777777777777778,0.9982434118559438
0.004166666666666667,0.997273980630624
0.005555555555555556,0.9940244853666359
0.006944444444444445,1.0029148689459586
0.008333333333333333,1.0000499719017282
0.009722222222222222,1.0006171940348405
0.011111111111111112,0.9976492153704831
0.0125,1.003679494087858
0.01388888888888889,1.002829601733034
0.015277777777777779,0.9996345283555369
0.016666666666666666,0.9983324096262931
0.018055555555555557,0.9989299258478243
0.019444444444444445,0.9976041233727261
0.022222222222222223,1.0000796924477215
0.02361111111111111,0.9981514968408983
0.025,1.001756627561626
0.02638888888888889,0.9989215942760238
0.02777777777777778,0.9989381288081819
0.029166666666666667,1.004611759012606
0.030555555555555558,0.9978228414323438
0.03194444444444445,0.9952962523361636
0.03333333333333333,1.0010986455772224
0.034722222222222224,0.9937663944657719
0.036111111111111115,1.000793135907477
0.0375,1.0029451604256778
0.03888888888888889,1.0002103450922624
0.04027777777777778,1.0000278252228887
0.04166666666666667,0.9938481719432514
0.043055555555555555,1.0016659110566764
0.044444444444444446,1.00118887770174
0.04583333333333334,0.9964840067248765
0.04722222222222222,1.0057395122417385
0.04861111111111111,0.9963279513977793
0.05,0.9949621289148486
0.051388888888888894,0.994566826690268
0.05277777777777778,1.0000779127219632
0.05416666666666667,1.0010136137504413
0.05555555555555556,1.001322921732804
0.05694444444444444,0.9989879200653535
0.058333333333333334,0.9975619749338924
0.059722222222222225,1.002528293746024
0.061111111111111116,0.9973072438403147
0.0625,0.9963704793820605
0.0638888888888889,1.0042039470024797
0.06527777777777778,1.0005327145244285
0.06666666666666667,1.001413869686173
0.06805555555555556,1.0018775221139335
0.06944444444444445,0.9982846086730021
0.07083333333333333,0.9984014122419954
0.07222222222222223,1.0019217450491968
0.07361111111111111,0.9981485463283669
0.0763888888888889,1.001008062074334
0.07777777777777778,0.9997316213412157
0.07916666666666666,0.996417185452476
0.08055555555555556,1.0028991723067984
0.08194444444444444,0.9961319141505931
0.08333333333333334,1.0006988903335894
0.08472222222222223,1.0002009540372845
0.08611111111111111,1.0037998336518819
0.08888888888888889,0.9966411243294896
0.09027777777777778,0.9983704098953092
0.09166666666666667,0.9996990803655795
0.09305555555555556,1.0005425411904492
0.09444444444444444,1.0026053714312133
0.09583333333333334,1.0009332957390744
0.09722222222222222,1.0000745817466299
0.09861111111111112,1.00308501336956
0.1,1.006288190628134
0.10138888888888889,0.9959334248751825
0.10277777777777779,0.9999827602400522
0.10416666666666667,1.0022789196879571
0.10555555555555556,1.000257227967749
0.10694444444444445,1.004303913301153
0.10833333333333334,0.9989974827561646
0.10972222222222222,0.9969579889620417
0.11111111111111112,1.002611532189647
0.1125,0.9916813010200782
0.11388888888888889,0.9985727236084245
0.11527777777777778,1.0070982388270349
0.11666666666666667,1.0000787307672223
0.11805555555555557,1.0010732927053372
0.11944444444444445,0.9971451817663572
0.12083333333333333,0.9999304394194586
0.12222222222222223,0.9995734034740954
0.12361111111111112,1.0055750093021487
0.125,0.996969752972139
0.12638888888888888,0.9917147090612038
0.1277777777777778,1.0012199533724224
0.12916666666666668,1.0046500474286264
0.13055555555555556,0.9979340033349033
0.13194444444444445,0.9945294118180746
0.13333333333333333,0.9967815344575037
0.13472222222222222,1.001300708921079
0.13611111111111113,0.9983132241119463
0.1375,1.0001271312817654
0.1388888888888889,0.9929274502887194
0.14027777777777778,0.9984389108904004
0.14166666666666666,1.0023647987580655
0.14305555555555557,0.9992060189278114
0.14444444444444446,0.9969278731675607
0.14583333333333334,1.003155788988833
0.14722222222222223,1.002960935464132
0.1486111111111111,0.9986037845664378
0.15,0.9977745013367667
0.1513888888888889,1.003834185408548
0.1527777777777778,0.9983502146094301
0.15416666666666667,0.9995099129566567
0.15555555555555556,1.0054029013424737
0.15694444444444444,1.0005605806921334
0.15833333333333333,0.9985137385375772
0.15972222222222224,0.9940707610196814
0.16111111111111112,1.000106219422922
0.1625,0.9997402287001237
0.1638888888888889,0.9981284756543504
0.16527777777777777,1.0027766411325505
0.16666666666666669,0.9961257590420617
0.16805555555555557,0.995251370822796
0.16944444444444445,0.9976355063447198
0.17083333333333334,0.9998367650245962
0.17222222222222222,0.9954101809766689
0.1736111111111111,0.9963739885139224
0.17500000000000002,0.997365660067106
0.1763888888888889,0.99972644387938
0.17777777777777778,0.9976894970199862
0.17916666666666667,1.0027193693608816
0.18055555555555555,0.9931351518044211
0.18194444444444446,1.000961785733422
0.18333333333333335,0.9979518513237243
0.18472222222222223,1.0011194738476932
0.18611111111111112,1.0056503040445135
0.1875,0.9995103788880498
0.1902777777777778,1.0003093041002868
0.19166666666666668,1.002225902845544
0.19305555555555556,0.9957376051277407
0.19444444444444445,1.0017050792796527
0.19583333333333333,1.002167065593015
0.19722222222222224,0.9993143113920204
0.19861111111111113,1.0016838116835542
0.2,1.000110741521695
0.2013888888888889,0.9974362821382639
0.20277777777777778,0.9957824778493748
0.20416666666666666,1.002669833325085
0.20555555555555557,1.0050688580878837
0.20694444444444446,0.9973695369389257
0.20833333333333334,1.0008349846318234
0.20972222222222223,0.9960903985903938
0.2111111111111111,0.9983231430509988
0.2125,0.9982494826897985
0.2138888888888889,0.9963204678256672
0.2152777777777778,0.9995172735247458
0.21666666666666667,1.0027183475477415
0.21805555555555556,1.0014266478418983
0.21944444444444444,0.9981983147045181
0.22083333333333335,1.0040191760337938
0.22222222222222224,1.0004116343971092
0.22361111111111112,1.0051645393255584
0.225,0.9958432404357507
0.2263888888888889,1.0088186333828828
0.22777777777777777,0.9992392113975901
0.22916666666666669,0.9962232752192113
0.23055555555555557,0.9965727811119918
0.23194444444444445,1.002573259769264
0.23333333333333334,1.002491829066599
0.23472222222222222,1.0022153588801863
0.23611111111111113,1.0016055196257303
0.23750000000000002,0.9963987960452051
0.2388888888888889,0.999351004725996
0.24027777777777778,0.9928460089268202
0.24166666666666667,0.99716318156056
